trip_id,service_date,route_id,origin_stop_id,scheduled_departure,observed_departure,destination_stop_id,scheduled_arrival,observed_arrival,scheduled_departure_sec,observed_departure_sec,scheduled_arrival_sec,observed_arrival_sec,scheduled_travel_min,observed_travel_min,arrival_delay_min,departure_delay_min,travel_time_delta_min,source_month,service_day_of_week,service_day_offset,calendar_date,calendar_day_of_week,calendar_year_month,scheduled_clock_hour,time_period,is_morning_peak,is_evening_peak,schedule_lateness_min,route_baseline_delay_min,route_baseline_sample_size,baseline_reliable_flag,excess_late_tax_min,late_trip_flag,severe_delay_flag,calendar_year,calendar_month_number,calendar_month_name,calendar_quarter,route_time_key,segment_trips,segment_late_trip_pct,segment_avg_late_severity_min,segment_late_tax_share_pct,segment_reliability_segment,segment_priority_score,segment_priority_tier,segment_priority_rank,late_trip_label,severe_delay_label,sample_status
BA:1682586:20250630,2025-06-03,BA:Yellow-N,901902,08:15:00,08:16:11,901302,08:26:00,08:27:11,29700,29771.0,30360,30431.0,11.0,11.0,1.1833333333333331,1.1833333333333331,0.0,2025-06,Tuesday,0,2025-06-03,Tuesday,2025-06,8,Morning Peak,1,0,1.1833,1.4833,647,1,0.0,0,0,2025,6,June,Q2,BA:Yellow-N | Morning Peak,75,0.0,,0.44,Reliable,30.0,Monitor,10.0,Not Late,Not Severe,Eligible
BA:1682602:20250630,2025-06-03,BA:Yellow-N,901902,18:15:00,18:16:11,901302,18:26:00,18:27:11,65700,65771.0,66360,66431.0,11.0,11.0,1.1833333333333331,1.1833333333333331,0.0,2025-06,Tuesday,0,2025-06-03,Tuesday,2025-06,18,Evening Peak,0,1,1.1833,1.4833,647,1,0.0,0,0,2025,6,June,Q2,BA:Yellow-N | Evening Peak,72,0.0,,0.0,Reliable,15.0,Monitor,13.0,Not Late,Not Severe,Eligible
BA:1682604:20250630,2025-06-03,BA:Yellow-N,901902,18:55:00,18:56:11,901302,19:06:00,19:07:11,68100,68171.0,68760,68831.0,11.0,11.0,1.1833333333333331,1.1833333333333331,0.0,2025-06,Tuesday,0,2025-06-03,Tuesday,2025-06,18,Evening Peak,0,1,1.1833,1.4833,647,1,0.0,0,0,2025,6,June,Q2,BA:Yellow-N | Evening Peak,72,0.0,,0.0,Reliable,15.0,Monitor,13.0,Not Late,Not Severe,Eligible
BA:1683040:20250630,2025-06-04,BA:Blue-N,901901,09:48:00,09:48:48,901302,09:59:00,09:59:48,35280,35328.0,35940,35988.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,9,Morning Peak,1,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Morning Peak,88,1.14,7.27,0.6,Chronic,47.86,P3 - Reliability Watch,9.0,Not Late,Not Severe,Eligible
BA:1683041:20250630,2025-06-04,BA:Blue-N,901901,10:08:00,10:08:48,901302,10:19:00,10:19:48,36480,36528.0,37140,37188.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,10,Midday,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Midday,135,0.74,8.45,0.78,Acute,52.5,P3 - Reliability Watch,8.0,Not Late,Not Severe,Eligible
BA:1683042:20250630,2025-06-04,BA:Blue-N,901901,10:28:00,10:28:48,901302,10:39:00,10:39:48,37680,37728.0,38340,38388.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,10,Midday,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Midday,135,0.74,8.45,0.78,Acute,52.5,P3 - Reliability Watch,8.0,Not Late,Not Severe,Eligible
BA:1683043:20250630,2025-06-04,BA:Blue-N,901901,10:48:00,10:48:48,901302,10:59:00,10:59:48,38880,38928.0,39540,39588.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,10,Midday,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Midday,135,0.74,8.45,0.78,Acute,52.5,P3 - Reliability Watch,8.0,Not Late,Not Severe,Eligible
BA:1683044:20250630,2025-06-04,BA:Blue-N,901901,11:08:00,11:08:48,901302,11:19:00,11:19:48,40080,40128.0,40740,40788.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,11,Midday,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Midday,135,0.74,8.45,0.78,Acute,52.5,P3 - Reliability Watch,8.0,Not Late,Not Severe,Eligible
BA:1683045:20250630,2025-06-04,BA:Blue-N,901901,11:28:00,11:28:48,901302,11:39:00,11:39:48,41280,41328.0,41940,41988.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,11,Midday,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Midday,135,0.74,8.45,0.78,Acute,52.5,P3 - Reliability Watch,8.0,Not Late,Not Severe,Eligible
BA:1683046:20250630,2025-06-04,BA:Blue-N,901901,11:48:00,11:48:48,901302,11:59:00,11:59:48,42480,42528.0,43140,43188.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,11,Midday,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Midday,135,0.74,8.45,0.78,Acute,52.5,P3 - Reliability Watch,8.0,Not Late,Not Severe,Eligible
BA:1683048:20250630,2025-06-04,BA:Blue-N,901901,12:28:00,12:28:48,901302,12:39:00,12:39:48,44880,44928.0,45540,45588.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,12,Midday,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Midday,135,0.74,8.45,0.78,Acute,52.5,P3 - Reliability Watch,8.0,Not Late,Not Severe,Eligible
BA:1683049:20250630,2025-06-04,BA:Blue-N,901901,13:28:00,13:28:48,901302,13:39:00,13:39:48,48480,48528.0,49140,49188.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,13,Midday,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Midday,135,0.74,8.45,0.78,Acute,52.5,P3 - Reliability Watch,8.0,Not Late,Not Severe,Eligible
BA:1683050:20250630,2025-06-04,BA:Blue-N,901901,13:48:00,13:48:48,901302,13:59:00,13:59:48,49680,49728.0,50340,50388.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,13,Midday,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Midday,135,0.74,8.45,0.78,Acute,52.5,P3 - Reliability Watch,8.0,Not Late,Not Severe,Eligible
BA:1683054:20250630,2025-06-04,BA:Blue-N,901901,15:28:00,15:28:48,901302,15:39:00,15:39:48,55680,55728.0,56340,56388.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,15,Midday,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Midday,135,0.74,8.45,0.78,Acute,52.5,P3 - Reliability Watch,8.0,Not Late,Not Severe,Eligible
BA:1683055:20250630,2025-06-04,BA:Blue-N,901901,15:48:00,15:48:48,901302,15:59:00,15:59:48,56880,56928.0,57540,57588.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,15,Midday,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Midday,135,0.74,8.45,0.78,Acute,52.5,P3 - Reliability Watch,8.0,Not Late,Not Severe,Eligible
BA:1683056:20250630,2025-06-04,BA:Blue-N,901901,16:08:00,16:08:48,901302,16:19:00,16:19:48,58080,58128.0,58740,58788.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,16,Evening Peak,0,1,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening Peak,89,0.0,,0.11,Reliable,23.57,Monitor,11.0,Not Late,Not Severe,Eligible
BA:1683057:20250630,2025-06-04,BA:Blue-N,901901,16:28:00,16:28:48,901302,16:39:00,16:39:48,59280,59328.0,59940,59988.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,16,Evening Peak,0,1,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening Peak,89,0.0,,0.11,Reliable,23.57,Monitor,11.0,Not Late,Not Severe,Eligible
BA:1683061:20250630,2025-06-04,BA:Blue-N,901901,17:48:00,17:48:48,901302,17:59:00,17:59:48,64080,64128.0,64740,64788.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,17,Evening Peak,0,1,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening Peak,89,0.0,,0.11,Reliable,23.57,Monitor,11.0,Not Late,Not Severe,Eligible
BA:1683062:20250630,2025-06-04,BA:Blue-N,901901,18:08:00,18:08:48,901302,18:19:00,18:19:48,65280,65328.0,65940,65988.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,18,Evening Peak,0,1,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening Peak,89,0.0,,0.11,Reliable,23.57,Monitor,11.0,Not Late,Not Severe,Eligible
BA:1683063:20250630,2025-06-04,BA:Blue-N,901901,18:28:00,18:28:48,901302,18:39:00,18:39:48,66480,66528.0,67140,67188.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,18,Evening Peak,0,1,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening Peak,89,0.0,,0.11,Reliable,23.57,Monitor,11.0,Not Late,Not Severe,Eligible
BA:1683067:20250630,2025-06-04,BA:Blue-N,901901,19:55:00,19:55:48,901302,20:06:00,20:06:48,71700,71748.0,72360,72408.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,19,Evening,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening,103,2.91,5.87,5.12,Chronic,73.21,P2 - High Burden,4.0,Not Late,Not Severe,Eligible
BA:1683083:20250630,2025-06-04,BA:Blue-N,901901,21:15:00,21:15:48,901302,21:26:00,21:26:48,76500,76548.0,77160,77208.0,11.0,11.0,0.8,0.8,0.0,2025-06,Wednesday,0,2025-06-04,Wednesday,2025-06,21,Evening,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening,103,2.91,5.87,5.12,Chronic,73.21,P2 - High Burden,4.0,Not Late,Not Severe,Eligible
BA:1682663:20250630,2025-06-03,BA:Yellow-N,901902,24:01:00,24:03:03,901302,24:12:00,24:13:58,86460,86583.0,87120,87238.0,11.0,10.916666666666666,1.9666666666666663,2.05,-0.0833333333333339,2025-06,Tuesday,1,2025-06-04,Wednesday,2025-06,0,Overnight,0,0,1.9667,1.4833,647,1,0.4833,0,0,2025,6,June,Q2,BA:Yellow-N | Overnight,335,26.27,7.33,68.28,Chronic,95.71,P1 - Primary Hotspot,1.0,Not Late,Not Severe,Eligible
BA:1683077:20250630,2025-06-05,BA:Blue-N,901901,22:35:00,22:35:24,901302,22:45:00,22:46:24,81300,81324.0,81900,81984.0,10.0,11.0,1.4,0.4,1.0,2025-06,Thursday,0,2025-06-05,Thursday,2025-06,22,Evening,0,0,1.4,0.8167,479,1,0.5833,0,0,2025,6,June,Q2,BA:Blue-N | Evening,103,2.91,5.87,5.12,Chronic,73.21,P2 - High Burden,4.0,Not Late,Not Severe,Eligible
BA:1682573:20250630,2025-06-06,BA:Yellow-N,901902,04:55:00,04:56:11,901302,05:06:00,05:07:11,17700,17771.0,18360,18431.0,11.0,11.0,1.1833333333333331,1.1833333333333331,0.0,2025-06,Friday,0,2025-06-06,Friday,2025-06,4,Overnight,0,0,1.1833,1.4833,647,1,0.0,0,0,2025,6,June,Q2,BA:Yellow-N | Overnight,335,26.27,7.33,68.28,Chronic,95.71,P1 - Primary Hotspot,1.0,Not Late,Not Severe,Eligible
BA:1682663:20250630,2025-06-05,BA:Yellow-N,901902,24:01:00,24:02:58,901302,24:12:00,24:13:56,86460,86578.0,87120,87236.0,11.0,10.966666666666669,1.9333333333333331,1.9666666666666663,-0.0333333333333332,2025-06,Thursday,1,2025-06-06,Friday,2025-06,0,Overnight,0,0,1.9333,1.4833,647,1,0.45,0,0,2025,6,June,Q2,BA:Yellow-N | Overnight,335,26.27,7.33,68.28,Chronic,95.71,P1 - Primary Hotspot,1.0,Not Late,Not Severe,Eligible
BA:1682663:20250630,2025-06-06,BA:Yellow-N,901902,24:01:00,24:03:28,901302,24:12:00,24:14:31,86460,86608.0,87120,87271.0,11.0,11.05,2.5166666666666666,2.466666666666667,0.0500000000000007,2025-06,Friday,1,2025-06-07,Saturday,2025-06,0,Overnight,0,0,2.5167,1.4833,647,1,1.0333,0,0,2025,6,June,Q2,BA:Yellow-N | Overnight,335,26.27,7.33,68.28,Chronic,95.71,P1 - Primary Hotspot,1.0,Not Late,Not Severe,Eligible
BA:1683029:20250630,2025-06-09,BA:Blue-N,901901,06:10:00,06:11:06,901302,06:19:00,06:19:48,22200,22266.0,22740,22788.0,9.0,8.7,0.8,1.1,-0.3000000000000007,2025-06,Monday,0,2025-06-09,Monday,2025-06,6,Overnight,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Overnight,64,0.0,,0.11,Reliable,23.57,Monitor,12.0,Not Late,Not Severe,Eligible
BA:1683034:20250630,2025-06-09,BA:Blue-N,901901,07:30:00,07:31:06,901302,07:39:00,07:39:48,27000,27066.0,27540,27588.0,9.0,8.7,0.8,1.1,-0.3000000000000007,2025-06,Monday,0,2025-06-09,Monday,2025-06,7,Morning Peak,1,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Morning Peak,88,1.14,7.27,0.6,Chronic,47.86,P3 - Reliability Watch,9.0,Not Late,Not Severe,Eligible
BA:1683037:20250630,2025-06-09,BA:Blue-N,901901,08:48:00,08:48:48,901302,08:59:00,08:59:48,31680,31728.0,32340,32388.0,11.0,11.0,0.8,0.8,0.0,2025-06,Monday,0,2025-06-09,Monday,2025-06,8,Morning Peak,1,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Morning Peak,88,1.14,7.27,0.6,Chronic,47.86,P3 - Reliability Watch,9.0,Not Late,Not Severe,Eligible
BA:1683039:20250630,2025-06-09,BA:Blue-N,901901,09:30:00,09:31:06,901302,09:39:00,09:39:48,34200,34266.0,34740,34788.0,9.0,8.7,0.8,1.1,-0.3000000000000007,2025-06,Monday,0,2025-06-09,Monday,2025-06,9,Morning Peak,1,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Morning Peak,88,1.14,7.27,0.6,Chronic,47.86,P3 - Reliability Watch,9.0,Not Late,Not Severe,Eligible
BA:1683043:20250630,2025-06-09,BA:Blue-N,901901,10:50:00,10:51:06,901302,10:59:00,10:59:48,39000,39066.0,39540,39588.0,9.0,8.7,0.8,1.1,-0.3000000000000007,2025-06,Monday,0,2025-06-09,Monday,2025-06,10,Midday,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Midday,135,0.74,8.45,0.78,Acute,52.5,P3 - Reliability Watch,8.0,Not Late,Not Severe,Eligible
BA:1683056:20250630,2025-06-10,BA:Blue-N,901901,16:08:00,16:08:48,901302,16:19:00,16:19:48,58080,58128.0,58740,58788.0,11.0,11.0,0.8,0.8,0.0,2025-06,Tuesday,0,2025-06-10,Tuesday,2025-06,16,Evening Peak,0,1,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening Peak,89,0.0,,0.11,Reliable,23.57,Monitor,11.0,Not Late,Not Severe,Eligible
BA:1683057:20250630,2025-06-10,BA:Blue-N,901901,16:28:00,16:28:48,901302,16:39:00,16:39:48,59280,59328.0,59940,59988.0,11.0,11.0,0.8,0.8,0.0,2025-06,Tuesday,0,2025-06-10,Tuesday,2025-06,16,Evening Peak,0,1,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening Peak,89,0.0,,0.11,Reliable,23.57,Monitor,11.0,Not Late,Not Severe,Eligible
BA:1683060:20250630,2025-06-10,BA:Blue-N,901901,17:28:00,17:28:48,901302,17:39:00,17:39:48,62880,62928.0,63540,63588.0,11.0,11.0,0.8,0.8,0.0,2025-06,Tuesday,0,2025-06-10,Tuesday,2025-06,17,Evening Peak,0,1,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening Peak,89,0.0,,0.11,Reliable,23.57,Monitor,11.0,Not Late,Not Severe,Eligible
BA:1683061:20250630,2025-06-10,BA:Blue-N,901901,17:48:00,17:48:48,901302,17:59:00,17:59:48,64080,64128.0,64740,64788.0,11.0,11.0,0.8,0.8,0.0,2025-06,Tuesday,0,2025-06-10,Tuesday,2025-06,17,Evening Peak,0,1,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening Peak,89,0.0,,0.11,Reliable,23.57,Monitor,11.0,Not Late,Not Severe,Eligible
BA:1683065:20250630,2025-06-10,BA:Blue-N,901901,19:08:00,19:08:48,901302,19:19:00,19:19:48,68880,68928.0,69540,69588.0,11.0,11.0,0.8,0.8,0.0,2025-06,Tuesday,0,2025-06-10,Tuesday,2025-06,19,Evening,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening,103,2.91,5.87,5.12,Chronic,73.21,P2 - High Burden,4.0,Not Late,Not Severe,Eligible
BA:1683067:20250630,2025-06-10,BA:Blue-N,901901,19:55:00,19:55:48,901302,20:06:00,20:06:48,71700,71748.0,72360,72408.0,11.0,11.0,0.8,0.8,0.0,2025-06,Tuesday,0,2025-06-10,Tuesday,2025-06,19,Evening,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening,103,2.91,5.87,5.12,Chronic,73.21,P2 - High Burden,4.0,Not Late,Not Severe,Eligible
BA:1682663:20250630,2025-06-09,BA:Yellow-N,901902,24:01:00,24:04:08,901302,24:12:00,24:15:11,86460,86648.0,87120,87311.0,11.0,11.05,3.183333333333333,3.1333333333333333,0.0500000000000007,2025-06,Monday,1,2025-06-10,Tuesday,2025-06,0,Overnight,0,0,3.1833,1.4833,647,1,1.7,0,0,2025,6,June,Q2,BA:Yellow-N | Overnight,335,26.27,7.33,68.28,Chronic,95.71,P1 - Primary Hotspot,1.0,Not Late,Not Severe,Eligible
BA:1682663:20250630,2025-06-11,BA:Yellow-N,901902,24:01:00,24:02:53,901302,24:12:00,24:14:07,86460,86573.0,87120,87247.0,11.0,11.233333333333333,2.1166666666666667,1.8833333333333333,0.2333333333333325,2025-06,Wednesday,1,2025-06-12,Thursday,2025-06,0,Overnight,0,0,2.1167,1.4833,647,1,0.6333,0,0,2025,6,June,Q2,BA:Yellow-N | Overnight,335,26.27,7.33,68.28,Chronic,95.71,P1 - Primary Hotspot,1.0,Not Late,Not Severe,Eligible
BA:1683069:20250630,2025-06-17,BA:Blue-N,901901,20:35:00,20:35:48,901302,20:46:00,20:46:48,74100,74148.0,74760,74808.0,11.0,11.0,0.8,0.8,0.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,20,Evening,0,0,0.8,0.8167,479,1,0.0,0,0,2025,6,June,Q2,BA:Blue-N | Evening,103,2.91,5.87,5.12,Chronic,73.21,P2 - High Burden,4.0,Not Late,Not Severe,Eligible
BA:1682941:20250630,2025-06-17,BA:Green-N,901901,12:38:00,12:38:28,901302,12:48:00,12:49:28,45480,45508.0,46080,46168.0,10.0,11.0,1.4666666666666666,0.4666666666666667,1.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,12,Midday,0,0,1.4667,1.1167,680,1,0.35,0,0,2025,6,June,Q2,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1682946:20250630,2025-06-17,BA:Green-N,901901,14:58:00,14:58:28,901302,15:08:00,15:09:28,53880,53908.0,54480,54568.0,10.0,11.0,1.4666666666666666,0.4666666666666667,1.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,14,Midday,0,0,1.4667,1.1167,680,1,0.35,0,0,2025,6,June,Q2,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1682947:20250630,2025-06-17,BA:Green-N,901901,15:18:00,15:18:28,901302,15:28:00,15:29:28,55080,55108.0,55680,55768.0,10.0,11.0,1.4666666666666666,0.4666666666666667,1.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,15,Midday,0,0,1.4667,1.1167,680,1,0.35,0,0,2025,6,June,Q2,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1682948:20250630,2025-06-17,BA:Green-N,901901,15:38:00,15:38:28,901302,15:48:00,15:49:28,56280,56308.0,56880,56968.0,10.0,11.0,1.4666666666666666,0.4666666666666667,1.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,15,Midday,0,0,1.4667,1.1167,680,1,0.35,0,0,2025,6,June,Q2,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1682953:20250630,2025-06-17,BA:Green-N,901901,16:18:00,16:18:28,901302,16:28:00,16:29:28,58680,58708.0,59280,59368.0,10.0,11.0,1.4666666666666666,0.4666666666666667,1.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,16,Evening Peak,0,1,1.4667,1.1167,680,1,0.35,0,0,2025,6,June,Q2,BA:Green-N | Evening Peak,76,5.26,9.22,3.05,Critical,78.93,P3 - Reliability Watch,5.0,Not Late,Not Severe,Eligible
BA:1682959:20250630,2025-06-17,BA:Green-N,901901,18:18:00,18:18:28,901302,18:28:00,18:29:28,65880,65908.0,66480,66568.0,10.0,11.0,1.4666666666666666,0.4666666666666667,1.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,18,Evening Peak,0,1,1.4667,1.1167,680,1,0.35,0,0,2025,6,June,Q2,BA:Green-N | Evening Peak,76,5.26,9.22,3.05,Critical,78.93,P3 - Reliability Watch,5.0,Not Late,Not Severe,Eligible
BA:1682962:20250630,2025-06-17,BA:Green-N,901901,19:18:00,19:18:28,901302,19:28:00,19:29:28,69480,69508.0,70080,70168.0,10.0,11.0,1.4666666666666666,0.4666666666666667,1.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,19,Evening,0,0,1.4667,1.1167,680,1,0.35,0,0,2025,6,June,Q2,BA:Green-N | Evening,15,6.67,11.22,0.85,Insufficient Sample,,Insufficient Sample,,Not Late,Not Severe,Insufficient Sample
BA:1682584:20250630,2025-06-17,BA:Yellow-N,901902,07:35:00,07:36:11,901302,07:46:00,07:47:11,27300,27371.0,27960,28031.0,11.0,11.0,1.1833333333333331,1.1833333333333331,0.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,7,Morning Peak,1,0,1.1833,1.4833,647,1,0.0,0,0,2025,6,June,Q2,BA:Yellow-N | Morning Peak,75,0.0,,0.44,Reliable,30.0,Monitor,10.0,Not Late,Not Severe,Eligible
BA:1682585:20250630,2025-06-17,BA:Yellow-N,901902,07:55:00,07:56:11,901302,08:06:00,08:07:11,28500,28571.0,29160,29231.0,11.0,11.0,1.1833333333333331,1.1833333333333331,0.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,7,Morning Peak,1,0,1.1833,1.4833,647,1,0.0,0,0,2025,6,June,Q2,BA:Yellow-N | Morning Peak,75,0.0,,0.44,Reliable,30.0,Monitor,10.0,Not Late,Not Severe,Eligible
BA:1682586:20250630,2025-06-17,BA:Yellow-N,901902,08:15:00,08:16:11,901302,08:26:00,08:27:11,29700,29771.0,30360,30431.0,11.0,11.0,1.1833333333333331,1.1833333333333331,0.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,8,Morning Peak,1,0,1.1833,1.4833,647,1,0.0,0,0,2025,6,June,Q2,BA:Yellow-N | Morning Peak,75,0.0,,0.44,Reliable,30.0,Monitor,10.0,Not Late,Not Severe,Eligible
BA:1683726:20250630,2025-06-17,BA:Yellow-N,901902,08:55:00,08:56:11,901302,09:06:00,09:07:11,32100,32171.0,32760,32831.0,11.0,11.0,1.1833333333333331,1.1833333333333331,0.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,8,Morning Peak,1,0,1.1833,1.4833,647,1,0.0,0,0,2025,6,June,Q2,BA:Yellow-N | Morning Peak,75,0.0,,0.44,Reliable,30.0,Monitor,10.0,Not Late,Not Severe,Eligible
BA:1683728:20250630,2025-06-17,BA:Yellow-N,901902,09:35:00,09:36:11,901302,09:46:00,09:47:11,34500,34571.0,35160,35231.0,11.0,11.0,1.1833333333333331,1.1833333333333331,0.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,9,Morning Peak,1,0,1.1833,1.4833,647,1,0.0,0,0,2025,6,June,Q2,BA:Yellow-N | Morning Peak,75,0.0,,0.44,Reliable,30.0,Monitor,10.0,Not Late,Not Severe,Eligible
BA:1683734:20250630,2025-06-17,BA:Yellow-N,901902,11:35:00,11:36:11,901302,11:46:00,11:47:11,41700,41771.0,42360,42431.0,11.0,11.0,1.1833333333333331,1.1833333333333331,0.0,2025-06,Tuesday,0,2025-06-17,Tuesday,2025-06,11,Midday,0,0,1.1833,1.4833,647,1,0.0,0,0,2025,6,June,Q2,BA:Yellow-N | Midday,115,0.0,,0.0,Reliable,15.0,Monitor,14.0,Not Late,Not Severe,Eligible
BA:1682663:20250630,2025-06-17,BA:Yellow-N,901902,24:01:00,24:03:17,901302,24:12:00,24:14:23,86460,86597.0,87120,87263.0,11.0,11.1,2.3833333333333333,2.283333333333333,0.0999999999999996,2025-06,Tuesday,1,2025-06-18,Wednesday,2025-06,0,Overnight,0,0,2.3833,1.4833,647,1,0.9,0,0,2025,6,June,Q2,BA:Yellow-N | Overnight,335,26.27,7.33,68.28,Chronic,95.71,P1 - Primary Hotspot,1.0,Not Late,Not Severe,Eligible
BA:1682663:20250630,2025-06-18,BA:Yellow-N,901902,24:01:00,24:03:11,901302,24:12:00,24:14:22,86460,86591.0,87120,87262.0,11.0,11.183333333333334,2.3666666666666667,2.183333333333333,0.1833333333333335,2025-06,Wednesday,1,2025-06-19,Thursday,2025-06,0,Overnight,0,0,2.3667,1.4833,647,1,0.8833,0,0,2025,6,June,Q2,BA:Yellow-N | Overnight,335,26.27,7.33,68.28,Chronic,95.71,P1 - Primary Hotspot,1.0,Not Late,Not Severe,Eligible
